,State_Territory,CoC Number,CoC Name,Count Types,Year,Overall Homeless,Overall Homeless Individuals,Overall Chronically Homeless,Sheltered Total Chronically Homeless,Unsheltered Chronically Homeless,Overall Homeless - Female,Overall Homeless - Male,Overall Homeless - Transgender,Overall Homeless - Gender that is not Singularly Female or Male,Overall Homeless - Non-Hispanic/Non-Latin(o)(a)(x),Overall Homeless - Hispanic/Latin(o)(a)(x),Overall Homeless - White,"Overall Homeless - Black, African American, or African",Overall Homeless - Asian or Asian American,"Overall Homeless - American Indian, Alaska Native, or Indigenous",Overall Homeless - Native Hawaiian or Other Pacific Islander,Overall Homeless - Multiple Races,Overall Homeless - Under 18,Overall Homeless - Age 18 to 24,Overall Homeless - Over 24,Sheltered Total Homeless - Male,Sheltered Total Homeless - Transgender,Sheltered Total Homeless - Gender that is not Singularly Female or Male,Sheltered Total Homeless - Non-Hispanic/Non-Latin(o)(a)(x),Sheltered Total Homeless - Hispanic/Latin(o)(a)(x),Sheltered Total Homeless - White,"Sheltered Total Homeless - Black, African American, or African",Sheltered Total Homeless - Asian or Asian American,"Sheltered Total Homeless - American Indian, Alaska Native, or Indigenous",Sheltered Total Homeless - Native Hawaiian or Other Pacific Islander,Sheltered Total Homeless - Multiple Races,Sheltered Total Homeless - Under 18,Sheltered Total Homeless - Age 18 to 24,Sheltered Total Homeless - Over 24,Unsheltered Homeless - Female,Unsheltered Homeless - Male,Unsheltered Homeless - Transgender,Unsheltered Homeless - Gender that is not Singularly Female or Male,Unsheltered Homeless - Non-Hispanic/Non-Latin(o)(a)(x),Unsheltered Homeless - Hispanic/Latin(o)(a)(x),Unsheltered Homeless - White,"Unsheltered Homeless - Black, African American, or African",Unsheltered Homeless - Asian or Asian American,"Unsheltered Homeless - American Indian, Alaska Native, or Indigenous",Unsheltered Homeless - Native Hawaiian or Other Pacific Islander,Unsheltered Homeless - Multiple Races,Unsheltered Homeless - Under 18,Unsheltered Homeless - Age 18 to 24,Unsheltered Homeless - Over 24
5647,New York,NY-519,"Columbia, Greene Counties CoC",Sheltered and Unsheltered Count,2016,116.0,52.0,17.0,16.0,1.0,55.0,61.0,0.0,,92.0,24.0,85.0,22.0,0.0,0.0,0.0,9.0,41.0,12.0,63.0,59.0,0.0,,90.0,24.0,83.0,22.0,0.0,0.0,0.0,9.0,41.0,12.0,61.0,0.0,2.0,0.0,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
5648,New York,NY-520,"Franklin, Essex Counties CoC",Sheltered and Unsheltered Count,2016,27.0,20.0,2.0,0.0,2.0,10.0,17.0,0.0,,27.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,22.0,16.0,0.0,,25.0,0.0,24.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,21.0,1.0,1.0,0.0,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5649,New York,NY-522,"Jefferson, Lewis, St. Lawrence Counties CoC",Sheltered and Unsheltered Count,2016,119.0,96.0,8.0,2.0,6.0,39.0,80.0,0.0,,113.0,6.0,111.0,6.0,0.0,1.0,0.0,1.0,12.0,18.0,89.0,71.0,0.0,,105.0,5.0,103.0,5.0,0.0,1.0,0.0,1.0,12.0,18.0,80.0,0.0,9.0,0.0,,8.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
5650,New York,NY-523,"Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties Co",Sheltered and Unsheltered Count,2016,268.0,193.0,29.0,29.0,0.0,102.0,164.0,2.0,,260.0,8.0,230.0,22.0,3.0,1.0,0.0,12.0,47.0,33.0,188.0,155.0,1.0,,246.0,6.0,220.0,17.0,2.0,1.0,0.0,12.0,47.0,25.0,180.0,6.0,9.0,1.0,,14.0,2.0,10.0,5.0,1.0,0.0,0.0,0.0,0.0,8.0,8.0
5651,New York,NY-600,New York City CoC,Sheltered and Unsheltered Count,2016,73523.0,28965.0,4294.0,2481.0,1813.0,35441.0,37868.0,214.0,,36423.0,37100.0,13357.0,49894.0,888.0,562.0,1148.0,7674.0,25764.0,7318.0,40441.0,35538.0,196.0,,34300.0,36385.0,12363.0,48169.0,835.0,525.0,1128.0,7665.0,25761.0,7169.0,37755.0,490.0,2330.0,18.0,,2123.0,715.0,994.0,1725.0,53.0,37.0,20.0,9.0,3.0,149.0,2686.0
5652,New York,NY-601,Poughkeepsie/Dutchess County CoC,Sheltered and Unsheltered Count,2016,385.0,218.0,21.0,4.0,17.0,189.0,196.0,0.0,,317.0,68.0,186.0,152.0,0.0,2.0,1.0,44.0,104.0,35.0,246.0,179.0,0.0,,303.0,60.0,171.0,151.0,0.0,2.0,1.0,38.0,101.0,34.0,228.0,5.0,17.0,0.0,,14.0,8.0,15.0,1.0,0.0,0.0,0.0,6.0,3.0,1.0,18.0
5653,New York,NY-602,"Newburgh, Middletown/Orange County CoC",Sheltered and Unsheltered Count,2016,343.0,185.0,33.0,15.0,18.0,148.0,195.0,0.0,,264.0,79.0,147.0,156.0,2.0,0.0,0.0,38.0,109.0,50.0,184.0,182.0,0.0,,249.0,74.0,130.0,154.0,2.0,0.0,0.0,37.0,109.0,50.0,164.0,7.0,13.0,0.0,,15.0,5.0,17.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0
5654,New York,NY-603,"Nassau, Suffolk Counties CoC",Sheltered and Unsheltered Count,2016,3960.0,1076.0,174.0,157.0,17.0,2012.0,1948.0,0.0,,3115.0,845.0,1628.0,1961.0,22.0,42.0,32.0,275.0,2025.0,355.0,1580.0,1849.0,0.0,,3041.0,804.0,1579.0,1942.0,22.0,42.0,32.0,228.0,2024.0,348.0,1473.0,16.0,99.0,0.0,,74.0,41.0,49.0,19.0,0.0,0.0,0.0,47.0,1.0,7.0,107.0
5655,New York,NY-604,"Yonkers, Mount Vernon/Westchester County CoC",Sheltered and Unsheltered Count,2016,1750.0,658.0,131.0,117.0,14.0,828.0,921.0,1.0,,1365.0,385.0,499.0,1193.0,1.0,6.0,5.0,46.0,662.0,217.0,871.0,895.0,1.0,,1341.0,375.0,480.0,1179.0,1.0,6.0,5.0,45.0,662.0,212.0,842.0,8.0,26.0,0.0,,24.0,10.0,19.0,14.0,0.0,0.0,0.0,1.0,0.0,5.0,29.0
5656,New York,NY-606,Rockland County CoC,Sheltered and Unsheltered Count,2016,141.0,124.0,16.0,5.0,11.0,61.0,80.0,0.0,,91.0,50.0,83.0,37.0,4.0,1.0,0.0,16.0,10.0,10.0,121.0,73.0,0.0,,78.0,31.0,63.0,29.0,4.0,1.0,0.0,12.0,10.0,10.0,89.0,25.0,7.0,0.0,,13.0,19.0,20.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,32.0
5657,New York,NY-607,Sullivan County CoC,Sheltered and Unsheltered Count,2016,163.0,90.0,3.0,3.0,0.0,59.0,104.0,0.0,,140.0,23.0,107.0,39.0,0.0,0.0,0.0,17.0,47.0,8.0,108.0,104.0,0.0,,140.0,23.0,107.0,39.0,0.0,0.0,0.0,17.0,47.0,8.0,108.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5658,New York,NY-608,Kingston/Ulster County CoC,Sheltered and Unsheltered Count,2016,328.0,180.0,34.0,8.0,26.0,156.0,171.0,1.0,,273.0,55.0,204.0,100.0,0.0,1.0,0.0,23.0,95.0,43.0,190.0,142.0,1.0,,241.0,49.0,177.0,94.0,0.0,1.0,0.0,18.0,93.0,39.0,158.0,9.0,29.0,0.0,,32.0,6.0,27.0,6.0,0.0,0.0,0.0,5.0,2.0,4.0,32.0
5659,Ohio,OH-500,Cincinnati/Hamilton County CoC,Sheltered and Unsheltered Count,2016,1116.0,844.0,24.0,24.0,0.0,337.0,777.0,2.0,,1104.0,12.0,387.0,668.0,1.0,4.0,2.0,54.0,188.0,89.0,839.0,724.0,2.0,,1045.0,11.0,353.0,658.0,1.0,4.0,2.0,38.0,188.0,83.0,785.0,7.0,53.0,0.0,,59.0,1.0,34.0,10.0,0.0,0.0,0.0,16.0,0.0,6.0,54.0
5660,Ohio,OH-501,Toledo/Lucas County CoC,Sheltered and Unsheltered Count,2016,599.0,388.0,31.0,31.0,0.0,248.0,348.0,3.0,,579.0,20.0,260.0,317.0,1.0,3.0,2.0,16.0,137.0,43.0,419.0,338.0,3.0,,566.0,18.0,258.0,306.0,1.0,2.0,2.0,15.0,136.0,40.0,408.0,5.0,10.0,0.0,,13.0,2.0,2.0,11.0,0.0,1.0,0.0,1.0,1.0,3.0,11.0
5661,Ohio,OH-502,Cleveland/Cuyahoga County CoC,Sheltered and Unsheltered Count,2016,1697.0,1360.0,193.0,156.0,37.0,457.0,1233.0,7.0,,1606.0,91.0,487.0,1178.0,7.0,3.0,2.0,20.0,224.0,110.0,1363.0,1178.0,5.0,,1539.0,84.0,455.0,1138.0,6.0,3.0,2.0,19.0,224.0,108.0,1291.0,17.0,55.0,2.0,,67.0,7.0,32.0,40.0,1.0,0.0,0.0,1.0,0.0,2.0,72.0
5662,Ohio,OH-503,Columbus/Franklin County CoC,Sheltered and Unsheltered Count,2016,1724.0,1263.0,160.0,44.0,116.0,629.0,1090.0,5.0,,1666.0,58.0,532.0,1045.0,10.0,10.0,1.0,126.0,293.0,175.0,1256.0,845.0,4.0,,1343.0,42.0,386.0,876.0,9.0,5.0,1.0,108.0,293.0,148.0,944.0,93.0,245.0,1.0,,323.0,16.0,146.0,169.0,1.0,5.0,0.0,18.0,0.0,27.0,312.0
5663,Ohio,OH-504,Youngstown/Mahoning County CoC,Sheltered and Unsheltered Count,2016,346.0,217.0,43.0,28.0,15.0,138.0,208.0,0.0,,315.0,31.0,174.0,129.0,0.0,3.0,1.0,39.0,75.0,15.0,256.0,185.0,0.0,,282.0,26.0,154.0,115.0,0.0,2.0,1.0,36.0,66.0,12.0,230.0,15.0,23.0,0.0,,33.0,5.0,20.0,14.0,0.0,1.0,0.0,3.0,9.0,3.0,26.0
5664,Ohio,OH-505,"Dayton, Kettering/Montgomery County CoC",Sheltered and Unsheltered Count,2016,751.0,555.0,56.0,42.0,14.0,286.0,465.0,0.0,,730.0,21.0,321.0,385.0,4.0,1.0,1.0,39.0,131.0,125.0,495.0,428.0,0.0,,687.0,21.0,290.0,374.0,4.0,1.0,1.0,38.0,131.0,119.0,458.0,6.0,37.0,0.0,,43.0,0.0,31.0,11.0,0.0,0.0,0.0,1.0,0.0,6.0,37.0
5665,Ohio,OH-506,"Akron, Barberton/Summit County CoC",Sheltered and Unsheltered Count,2016,679.0,470.0,45.0,9.0,36.0,276.0,402.0,1.0,,671.0,8.0,311.0,319.0,1.0,4.0,0.0,44.0,163.0,63.0,453.0,338.0,0.0,,585.0,7.0,267.0,288.0,1.0,1.0,0.0,35.0,159.0,53.0,380.0,22.0,64.0,1.0,,86.0,1.0,44.0,31.0,0.0,3.0,0.0,9.0,4.0,10.0,73.0
5666,Ohio,OH-507,Ohio Balance of State CoC,Sheltered and Unsheltered Count,2016,3032.0,1675.0,182.0,78.0,104.0,1423.0,1609.0,0.0,,2944.0,88.0,2460.0,424.0,14.0,16.0,0.0,118.0,846.0,302.0,1884.0,1299.0,0.0,,2505.0,82.0,2060.0,394.0,12.0,10.0,0.0,111.0,809.0,252.0,1526.0,135.0,310.0,0.0,,439.0,6.0,400.0,30.0,2.0,6.0,0.0,7.0,37.0,50.0,358.0
5667,Ohio,OH-508,"Canton, Massillon, Alliance/Stark County CoC",Sheltered and Unsheltered Count,2016,460.0,174.0,44.0,27.0,17.0,252.0,205.0,3.0,,456.0,4.0,244.0,167.0,0.0,6.0,0.0,43.0,172.0,22.0,266.0,179.0,3.0,,420.0,3.0,226.0,153.0,0.0,5.0,0.0,39.0,172.0,20.0,231.0,11.0,26.0,0.0,,36.0,1.0,18.0,14.0,0.0,1.0,0.0,4.0,0.0,2.0,35.0
5668,Oklahoma,OK-500,North Central Oklahoma CoC,Sheltered and Unsheltered Count,2016,129.0,73.0,12.0,2.0,10.0,58.0,71.0,0.0,,116.0,13.0,105.0,7.0,0.0,13.0,0.0,4.0,33.0,18.0,78.0,36.0,0.0,,68.0,10.0,65.0,4.0,0.0,5.0,0.0,4.0,29.0,11.0,38.0,16.0,35.0,0.0,,48.0,3.0,40.0,3.0,0.0,8.0,0.0,0.0,4.0,7.0,40.0
5669,Oklahoma,OK-501,Tulsa City & County CoC,Sheltered and Unsheltered Count,2016,1043.0,766.0,118.0,60.0,58.0,444.0,599.0,0.0,,1002.0,41.0,578.0,267.0,8.0,149.0,0.0,41.0,172.0,101.0,770.0,564.0,0.0,,863.0,30.0,501.0,233.0,7.0,123.0,0.0,29.0,162.0,61.0,670.0,115.0,35.0,0.0,,139.0,11.0,77.0,34.0,1.0,26.0,0.0,12.0,10.0,40.0,100.0
5670,Oklahoma,OK-502,Oklahoma City CoC,Sheltered and Unsheltered Count,2016,1511.0,1202.0,320.0,207.0,113.0,535.0,974.0,2.0,,1411.0,100.0,875.0,446.0,10.0,146.0,7.0,27.0,208.0,129.0,1174.0,744.0,2.0,,1121.0,83.0,739.0,371.0,10.0,70.0,3.0,11.0,208.0,119.0,877.0,77.0,230.0,0.0,,290.0,17.0,136.0,75.0,0.0,76.0,4.0,16.0,0.0,10.0,297.0
5671,Oklahoma,OK-503,Oklahoma Balance of State CoC,Sheltered and Unsheltered Count,2016,295.0,153.0,71.0,71.0,0.0,143.0,152.0,0.0,,280.0,15.0,188.0,22.0,0.0,62.0,0.0,23.0,83.0,47.0,165.0,43.0,0.0,,109.0,5.0,65.0,3.0,0.0,26.0,0.0,20.0,45.0,10.0,59.0,72.0,109.0,0.0,,171.0,10.0,123.0,19.0,0.0,36.0,0.0,3.0,38.0,37.0,106.0
5672,Oklahoma,OK-504,Norman/Cleveland County CoC,Sheltered and Unsheltered Count,2016,138.0,118.0,60.0,14.0,46.0,55.0,83.0,0.0,,125.0,13.0,124.0,6.0,0.0,2.0,0.0,6.0,14.0,10.0,114.0,48.0,0.0,,79.0,13.0,81.0,3.0,0.0,2.0,0.0,6.0,14.0,7.0,71.0,11.0,35.0,0.0,,46.0,0.0,43.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,43.0
5673,Oklahoma,OK-505,Northeast Oklahoma CoC,Sheltered and Unsheltered Count,2016,368.0,237.0,35.0,26.0,9.0,140.0,228.0,0.0,,358.0,10.0,234.0,8.0,0.0,103.0,0.0,23.0,92.0,26.0,250.0,210.0,0.0,,333.0,9.0,216.0,6.0,0.0,98.0,0.0,22.0,85.0,26.0,231.0,8.0,18.0,0.0,,25.0,1.0,18.0,2.0,0.0,5.0,0.0,1.0,7.0,0.0,19.0
5674,Oklahoma,OK-506,Southwest Oklahoma Regional CoC,Sheltered and Unsheltered Count,2016,187.0,103.0,15.0,5.0,10.0,46.0,141.0,0.0,,187.0,0.0,103.0,71.0,0.0,13.0,0.0,0.0,45.0,13.0,129.0,106.0,0.0,,147.0,0.0,76.0,62.0,0.0,9.0,0.0,0.0,44.0,12.0,91.0,5.0,35.0,0.0,,40.0,0.0,27.0,9.0,0.0,4.0,0.0,0.0,1.0,1.0,38.0
5675,Oklahoma,OK-507,Southeastern Oklahoma Regional CoC,Sheltered and Unsheltered Count,2016,436.0,345.0,65.0,20.0,45.0,194.0,242.0,0.0,,414.0,22.0,297.0,53.0,7.0,51.0,0.0,28.0,117.0,83.0,236.0,115.0,0.0,,207.0,10.0,158.0,20.0,7.0,31.0,0.0,1.0,50.0,28.0,139.0,92.0,127.0,0.0,,207.0,12.0,139.0,33.0,0.0,20.0,0.0,27.0,67.0,55.0,97.0
5676,Oregon,OR-500,"Eugene, Springfield/Lane County CoC",Sheltered and Unsheltered Count,2016,1451.0,1227.0,574.0,86.0,488.0,468.0,980.0,3.0,,1331.0,120.0,1220.0,41.0,5.0,41.0,9.0,135.0,135.0,122.0,1194.0,350.0,0.0,,466.0,51.0,434.0,18.0,3.0,8.0,4.0,50.0,81.0,47.0,389.0,301.0,630.0,3.0,,865.0,69.0,786.0,23.0,2.0,33.0,5.0,85.0,54.0,75.0,805.0
5677,Oregon,OR-501,"Portland, Gresham/Multnomah County CoC",Sheltered and Unsheltered Count,2016,3914.0,3209.0,1053.0,178.0,875.0,1493.0,2385.0,36.0,,3485.0,429.0,2638.0,585.0,32.0,206.0,73.0,380.0,399.0,334.0,3181.0,1113.0,25.0,,1801.0,226.0,1275.0,328.0,15.0,101.0,43.0,265.0,320.0,188.0,1519.0,604.0,1272.0,11.0,,1684.0,203.0,1363.0,257.0,17.0,105.0,30.0,115.0,79.0,146.0,1662.0
5678,Oregon,OR-502,"Medford, Ashland/Jackson County CoC",Sheltered and Unsheltered Count,2016,527.0,447.0,184.0,54.0,130.0,201.0,325.0,1.0,,453.0,74.0,424.0,39.0,2.0,20.0,9.0,33.0,82.0,45.0,400.0,160.0,0.0,,250.0,38.0,242.0,19.0,0.0,7.0,7.0,13.0,56.0,24.0,208.0,73.0,165.0,1.0,,203.0,36.0,182.0,20.0,2.0,13.0,2.0,20.0,26.0,21.0,192.0
5679,Oregon,OR-503,Central Oregon CoC,Sheltered and Unsheltered Count,2016,602.0,386.0,218.0,9.0,209.0,232.0,368.0,2.0,,547.0,55.0,545.0,9.0,1.0,35.0,2.0,10.0,130.0,52.0,420.0,122.0,2.0,,182.0,15.0,182.0,6.0,0.0,4.0,1.0,4.0,31.0,18.0,148.0,159.0,246.0,0.0,,365.0,40.0,363.0,3.0,1.0,31.0,1.0,6.0,99.0,34.0,272.0
5680,Oregon,OR-505,Oregon Balance of State CoC,Sheltered and Unsheltered Count,2016,5710.0,3429.0,1078.0,214.0,864.0,2493.0,3203.0,14.0,,5117.0,593.0,5061.0,107.0,34.0,214.0,46.0,248.0,1616.0,541.0,3553.0,1059.0,4.0,,1622.0,237.0,1581.0,70.0,11.0,88.0,24.0,85.0,370.0,176.0,1313.0,1697.0,2144.0,10.0,,3495.0,356.0,3480.0,37.0,23.0,126.0,22.0,163.0,1246.0,365.0,2240.0
5681,Oregon,OR-506,"Hillsboro, Beaverton/Washington County CoC",Sheltered and Unsheltered Count,2016,571.0,383.0,142.0,11.0,131.0,193.0,377.0,1.0,,490.0,81.0,475.0,31.0,5.0,9.0,5.0,46.0,114.0,44.0,413.0,106.0,0.0,,158.0,35.0,136.0,22.0,2.0,4.0,3.0,26.0,69.0,8.0,116.0,106.0,271.0,1.0,,332.0,46.0,339.0,9.0,3.0,5.0,2.0,20.0,45.0,36.0,297.0
5682,Oregon,OR-507,Clackamas County CoC,Sheltered and Unsheltered Count,2016,463.0,298.0,211.0,2.0,209.0,206.0,255.0,2.0,,397.0,66.0,370.0,27.0,6.0,34.0,2.0,24.0,90.0,50.0,323.0,53.0,1.0,,114.0,41.0,93.0,19.0,6.0,13.0,0.0,24.0,80.0,26.0,49.0,105.0,202.0,1.0,,283.0,25.0,277.0,8.0,0.0,21.0,2.0,0.0,10.0,24.0,274.0
5683,Pennsylvania,PA-500,Philadelphia CoC,Sheltered and Unsheltered Count,2016,6112.0,3430.0,853.0,451.0,402.0,2552.0,3533.0,27.0,,5584.0,528.0,934.0,4913.0,33.0,26.0,17.0,189.0,1753.0,568.0,3791.0,2999.0,8.0,,4943.0,464.0,691.0,4475.0,23.0,17.0,17.0,184.0,1753.0,543.0,3111.0,152.0,534.0,19.0,,641.0,64.0,243.0,438.0,10.0,9.0,0.0,5.0,0.0,25.0,680.0
5684,Pennsylvania,PA-501,Harrisburg/Dauphin County CoC,Sheltered and Unsheltered Count,2016,433.0,235.0,42.0,28.0,14.0,122.0,311.0,0.0,,308.0,125.0,175.0,230.0,1.0,0.0,0.0,27.0,132.0,29.0,272.0,281.0,0.0,,272.0,118.0,154.0,218.0,1.0,0.0,0.0,17.0,130.0,24.0,236.0,13.0,30.0,0.0,,36.0,7.0,21.0,12.0,0.0,0.0,0.0,10.0,2.0,5.0,36.0
5685,Pennsylvania,PA-502,"Upper Darby, Chester, Haverford/Delaware County CoC",Sheltered and Unsheltered Count,2016,406.0,247.0,26.0,12.0,14.0,192.0,214.0,0.0,,391.0,15.0,162.0,235.0,0.0,0.0,0.0,9.0,93.0,30.0,283.0,191.0,0.0,,356.0,15.0,147.0,215.0,0.0,0.0,0.0,9.0,93.0,29.0,249.0,12.0,23.0,0.0,,35.0,0.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0
5686,Pennsylvania,PA-503,"Wilkes-Barre, Hazleton/Luzerne County CoC",Sheltered and Unsheltered Count,2016,169.0,109.0,2.0,2.0,0.0,94.0,75.0,0.0,,149.0,20.0,110.0,50.0,0.0,1.0,1.0,7.0,34.0,12.0,123.0,68.0,0.0,,140.0,20.0,103.0,49.0,0.0,0.0,1.0,7.0,34.0,12.0,114.0,2.0,7.0,0.0,,9.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0
5687,Pennsylvania,PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",Sheltered and Unsheltered Count,2016,398.0,163.0,17.0,13.0,4.0,206.0,192.0,0.0,,373.0,25.0,155.0,220.0,2.0,1.0,0.0,20.0,149.0,30.0,219.0,175.0,0.0,,354.0,24.0,142.0,213.0,2.0,1.0,0.0,20.0,149.0,27.0,202.0,3.0,17.0,0.0,,19.0,1.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0
5688,Pennsylvania,PA-505,Chester County CoC,Sheltered and Unsheltered Count,2016,558.0,385.0,7.0,7.0,0.0,165.0,393.0,0.0,,524.0,34.0,336.0,179.0,3.0,3.0,2.0,35.0,121.0,14.0,423.0,388.0,0.0,,520.0,33.0,331.0,179.0,3.0,3.0,2.0,35.0,121.0,14.0,418.0,0.0,5.0,0.0,,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
5689,Pennsylvania,PA-506,Reading/Berks County CoC,Sheltered and Unsheltered Count,2016,521.0,356.0,19.0,19.0,0.0,178.0,343.0,0.0,,347.0,174.0,359.0,159.0,1.0,2.0,0.0,0.0,109.0,48.0,364.0,340.0,0.0,,346.0,172.0,356.0,159.0,1.0,2.0,0.0,0.0,109.0,48.0,361.0,0.0,3.0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
5690,Pennsylvania,PA-508,Scranton/Lackawanna County CoC,Sheltered and Unsheltered Count,2016,242.0,116.0,13.0,8.0,5.0,113.0,129.0,0.0,,211.0,31.0,174.0,42.0,0.0,0.0,0.0,26.0,88.0,25.0,129.0,121.0,0.0,,202.0,29.0,163.0,42.0,0.0,0.0,0.0,26.0,88.0,23.0,120.0,3.0,8.0,0.0,,9.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0
5691,Pennsylvania,PA-509,Eastern Pennsylvania CoC,Sheltered and Unsheltered Count,2016,2599.0,1391.0,159.0,99.0,60.0,1168.0,1428.0,3.0,,2167.0,432.0,1957.0,540.0,8.0,11.0,5.0,78.0,743.0,344.0,1512.0,994.0,3.0,,1583.0,413.0,1414.0,493.0,7.0,8.0,5.0,69.0,679.0,277.0,1040.0,169.0,434.0,0.0,,584.0,19.0,543.0,47.0,1.0,3.0,0.0,9.0,64.0,67.0,472.0
5692,Pennsylvania,PA-510,Lancaster City & County CoC,Sheltered and Unsheltered Count,2016,356.0,162.0,6.0,5.0,1.0,179.0,177.0,0.0,,247.0,109.0,221.0,115.0,3.0,3.0,0.0,14.0,122.0,22.0,212.0,171.0,0.0,,240.0,109.0,214.0,115.0,3.0,3.0,0.0,14.0,122.0,21.0,206.0,1.0,6.0,0.0,,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0
5693,Pennsylvania,PA-511,"Bristol, Bensalem/Bucks County CoC",Sheltered and Unsheltered Count,2016,530.0,200.0,22.0,17.0,5.0,320.0,210.0,0.0,,475.0,55.0,312.0,167.0,0.0,2.0,0.0,49.0,215.0,56.0,259.0,189.0,0.0,,446.0,54.0,287.0,162.0,0.0,2.0,0.0,49.0,212.0,55.0,233.0,9.0,21.0,0.0,,29.0,1.0,25.0,5.0,0.0,0.0,0.0,0.0,3.0,1.0,26.0
5694,Pennsylvania,PA-512,York City & County CoC,Sheltered and Unsheltered Count,2016,365.0,164.0,14.0,9.0,5.0,165.0,197.0,3.0,,312.0,53.0,254.0,95.0,2.0,3.0,0.0,11.0,148.0,23.0,194.0,156.0,0.0,,248.0,46.0,196.0,84.0,1.0,3.0,0.0,10.0,118.0,12.0,164.0,27.0,41.0,3.0,,64.0,7.0,58.0,11.0,1.0,0.0,0.0,1.0,30.0,11.0,30.0
5695,Pennsylvania,PA-600,"Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",Sheltered and Unsheltered Count,2016,1156.0,755.0,94.0,74.0,20.0,481.0,673.0,2.0,,1137.0,19.0,385.0,675.0,7.0,4.0,0.0,85.0,247.0,145.0,764.0,636.0,2.0,,1090.0,18.0,362.0,657.0,7.0,3.0,0.0,79.0,247.0,141.0,720.0,11.0,37.0,0.0,,47.0,1.0,23.0,18.0,0.0,1.0,0.0,6.0,0.0,4.0,44.0
5696,Pennsylvania,PA-601,Western Pennsylvania CoC,Sheltered and Unsheltered Count,2016,986.0,571.0,32.0,27.0,5.0,435.0,548.0,3.0,,952.0,34.0,771.0,139.0,0.0,5.0,2.0,69.0,267.0,96.0,623.0,500.0,3.0,,883.0,34.0,708.0,133.0,0.0,5.0,2.0,69.0,266.0,81.0,570.0,21.0,48.0,0.0,,69.0,0.0,63.0,6.0,0.0,0.0,0.0,0.0,1.0,15.0,53.0
5697,Pennsylvania,PA-603,Beaver County CoC,Sheltered and Unsheltered Count,2016,131.0,58.0,8.0,5.0,3.0,66.0,65.0,0.0,,130.0,1.0,101.0,29.0,1.0,0.0,0.0,0.0,47.0,3.0,81.0,60.0,0.0,,124.0,1.0,96.0,28.0,1.0,0.0,0.0,0.0,47.0,3.0,75.0,1.0,5.0,0.0,,6.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
5698,Pennsylvania,PA-605,Erie City & County CoC,Sheltered and Unsheltered Count,2016,377.0,257.0,11.0,11.0,0.0,157.0,220.0,0.0,,355.0,22.0,241.0,111.0,2.0,0.0,0.0,23.0,74.0,43.0,260.0,218.0,0.0,,345.0,22.0,235.0,107.0,2.0,0.0,0.0,23.0,74.0,43.0,250.0,8.0,2.0,0.0,,10.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
5699,Puerto Rico,PR-502,Puerto Rico Balance of Commonwealth CoC,Sheltered and Unsheltered Count,2016,2343.0,2046.0,881.0,60.0,821.0,648.0,1690.0,5.0,,95.0,2248.0,888.0,405.0,3.0,48.0,13.0,986.0,182.0,123.0,2038.0,499.0,5.0,,19.0,770.0,288.0,121.0,2.0,15.0,0.0,363.0,145.0,56.0,588.0,363.0,1191.0,0.0,,76.0,1478.0,600.0,284.0,1.0,33.0,13.0,623.0,37.0,67.0,1450.0
5700,Puerto Rico,PR-503,South-Southeast Puerto Rico CoC,Sheltered and Unsheltered Count,2016,2075.0,1753.0,891.0,151.0,740.0,579.0,1488.0,8.0,,23.0,2052.0,1021.0,333.0,1.0,3.0,1.0,716.0,195.0,105.0,1775.0,330.0,0.0,,8.0,524.0,320.0,67.0,1.0,3.0,0.0,141.0,124.0,30.0,378.0,377.0,1158.0,8.0,,15.0,1528.0,701.0,266.0,0.0,0.0,1.0,575.0,71.0,75.0,1397.0
