CoC Number,CoC Name,Count Types,Overall Homeless,Sheltered ES Homeless,Sheltered TH Homeless,Sheltered SH Homeless,Sheltered Total Homeless,Unsheltered Homeless,Overall Homeless Individuals,Overall Homeless Individuals - Under 18,Sheltered ES Homeless Individuals,Sheltered ES Homeless Individuals - Under 18,Sheltered TH Homeless Individuals,Sheltered TH Homeless Individuals - Under 18,Sheltered SH Homeless Individuals,Sheltered Total Homeless Individuals,Sheltered Total Homeless Individuals - Under 18,Unsheltered Homeless Individuals,Unsheltered Homeless Individuals - Under 18,Overall Homeless People in Families,Sheltered ES Homeless People in Families,Sheltered TH Homeless People in Families,Sheltered Total Homeless People in Families,Unsheltered Homeless People in Families,Overall Homeless Family Households,Sheltered ES Homeless Family Households,Sheltered TH Homeless Family Households,Sheltered Total Homeless Family Households,Unsheltered Homeless Family Households,Overall Chronically Homeless,Sheltered ES Chronically Homeless,Sheltered SH Chronically Homeless,Sheltered Total Chronically Homeless,Unsheltered Chronically Homeless,Overall Chronically Homeless Individuals,Sheltered ES Chronically Homeless Individuals,Sheltered SH Chronically Homeless Individuals,Sheltered Total Chronically Homeless Individuals,Unsheltered Chronically Homeless Individuals,Overall Chronically Homeless People in Families,Sheltered ES Chronically Homeless People in Families,Sheltered Total Chronically Homeless People in Families,Unsheltered Chronically Homeless People in Families,Overall Homeless Veterans,Sheltered Total Homeless Veterans,Unsheltered Homeless Veterans,Year
MI-516,"Norton Shores, Muskegon City & County CoC",Sheltered-Only Count,457.0,139.0,86.0,0.0,225.0,232.0,300.0,27.0,102.0,1.0,55.0,0.0,0.0,157.0,1.0,143.0,26.0,157.0,37.0,31.0,68.0,89.0,53.0,14.0,11.0,25.0,28.0,56.0,11.0,0.0,11.0,45.0,22.0,7.0,0.0,7.0,15.0,34.0,4.0,4.0,30.0,13.0,5.0,8.0,2012
MI-517,Jackson City & County CoC,Sheltered-Only Count,256.0,63.0,137.0,0.0,200.0,56.0,107.0,1.0,41.0,0.0,10.0,1.0,0.0,51.0,1.0,56.0,0.0,149.0,22.0,127.0,149.0,0.0,46.0,10.0,36.0,46.0,0.0,40.0,11.0,0.0,11.0,29.0,37.0,8.0,0.0,8.0,29.0,3.0,3.0,3.0,0.0,23.0,3.0,20.0,2012
MI-518,Livingston County CoC,Sheltered-Only Count,150.0,23.0,56.0,0.0,79.0,71.0,68.0,15.0,10.0,4.0,12.0,4.0,0.0,22.0,8.0,46.0,7.0,82.0,13.0,44.0,57.0,25.0,25.0,3.0,13.0,16.0,9.0,19.0,4.0,0.0,4.0,15.0,18.0,4.0,0.0,4.0,14.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2012
MI-519,Holland/Ottawa County CoC,Sheltered-Only Count,322.0,158.0,161.0,0.0,319.0,3.0,124.0,0.0,87.0,0.0,34.0,0.0,0.0,121.0,0.0,3.0,0.0,198.0,71.0,127.0,198.0,0.0,59.0,23.0,36.0,59.0,0.0,20.0,20.0,0.0,20.0,0.0,15.0,15.0,0.0,15.0,0.0,5.0,5.0,5.0,0.0,15.0,15.0,0.0,2012
MI-523,Eaton County CoC,Sheltered-Only Count,239.0,56.0,78.0,0.0,134.0,105.0,35.0,0.0,6.0,0.0,5.0,0.0,0.0,11.0,0.0,24.0,0.0,204.0,50.0,73.0,123.0,81.0,55.0,12.0,18.0,30.0,25.0,9.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,2012
MN-500,Minneapolis/Hennepin County CoC,Sheltered and Unsheltered Count,3285.0,2094.0,1047.0,0.0,3141.0,144.0,1480.0,23.0,992.0,11.0,350.0,12.0,0.0,1342.0,23.0,138.0,0.0,1805.0,1102.0,697.0,1799.0,6.0,513.0,316.0,196.0,512.0,1.0,740.0,686.0,0.0,686.0,54.0,351.0,297.0,0.0,297.0,54.0,389.0,389.0,389.0,0.0,126.0,116.0,10.0,2012
MN-501,Saint Paul/Ramsey County CoC,Sheltered and Unsheltered Count,1218.0,516.0,581.0,10.0,1107.0,111.0,661.0,22.0,352.0,3.0,192.0,19.0,10.0,554.0,22.0,107.0,0.0,557.0,164.0,389.0,553.0,4.0,197.0,44.0,151.0,195.0,2.0,383.0,297.0,10.0,307.0,76.0,296.0,218.0,10.0,228.0,68.0,87.0,79.0,79.0,8.0,64.0,54.0,10.0,2012
MN-502,Rochester/Southeast Minnesota CoC,Sheltered and Unsheltered Count,379.0,193.0,166.0,0.0,359.0,20.0,151.0,7.0,107.0,4.0,24.0,0.0,0.0,131.0,4.0,20.0,3.0,228.0,86.0,142.0,228.0,0.0,78.0,36.0,42.0,78.0,0.0,68.0,59.0,0.0,59.0,9.0,49.0,40.0,0.0,40.0,9.0,19.0,19.0,19.0,0.0,16.0,14.0,2.0,2012
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties",Sheltered and Unsheltered Count,853.0,260.0,407.0,0.0,667.0,186.0,304.0,2.0,89.0,1.0,83.0,1.0,0.0,172.0,2.0,132.0,0.0,549.0,171.0,324.0,495.0,54.0,188.0,50.0,121.0,171.0,17.0,196.0,95.0,0.0,95.0,101.0,99.0,26.0,0.0,26.0,73.0,97.0,69.0,69.0,28.0,14.0,10.0,4.0,2012
MN-504,Northeast Minnesota CoC,Sheltered and Unsheltered Count,178.0,25.0,55.0,0.0,80.0,98.0,61.0,1.0,16.0,1.0,8.0,0.0,0.0,24.0,1.0,37.0,0.0,117.0,9.0,47.0,56.0,61.0,33.0,3.0,12.0,15.0,18.0,22.0,5.0,0.0,5.0,17.0,10.0,2.0,0.0,2.0,8.0,12.0,3.0,3.0,9.0,13.0,7.0,6.0,2012
MN-505,St. Cloud/Central Minnesota CoC,Sheltered and Unsheltered Count,547.0,171.0,236.0,0.0,407.0,140.0,316.0,49.0,93.0,9.0,119.0,38.0,0.0,212.0,47.0,104.0,2.0,231.0,78.0,117.0,195.0,36.0,72.0,27.0,35.0,62.0,10.0,169.0,131.0,0.0,131.0,38.0,96.0,64.0,0.0,64.0,32.0,73.0,67.0,67.0,6.0,43.0,26.0,17.0,2012
MN-506,Northwest Minnesota CoC,Sheltered and Unsheltered Count,301.0,104.0,146.0,0.0,250.0,51.0,108.0,15.0,46.0,11.0,36.0,4.0,0.0,82.0,15.0,26.0,0.0,193.0,58.0,110.0,168.0,25.0,56.0,14.0,36.0,50.0,6.0,40.0,20.0,0.0,20.0,20.0,18.0,10.0,0.0,10.0,8.0,22.0,10.0,10.0,12.0,5.0,1.0,4.0,2012
MN-508,Moorhead/West Central Minnesota CoC,Sheltered and Unsheltered Count,254.0,136.0,88.0,0.0,224.0,30.0,129.0,0.0,90.0,0.0,23.0,0.0,0.0,113.0,0.0,16.0,0.0,125.0,46.0,65.0,111.0,14.0,38.0,12.0,22.0,34.0,4.0,27.0,19.0,0.0,19.0,8.0,25.0,17.0,0.0,17.0,8.0,2.0,2.0,2.0,0.0,13.0,10.0,3.0,2012
MN-509,Duluth/St.Louis County CoC,Sheltered and Unsheltered Count,568.0,152.0,234.0,0.0,386.0,182.0,284.0,15.0,82.0,12.0,44.0,1.0,0.0,126.0,13.0,158.0,2.0,284.0,70.0,190.0,260.0,24.0,97.0,26.0,63.0,89.0,8.0,64.0,21.0,0.0,21.0,43.0,59.0,16.0,0.0,16.0,43.0,5.0,5.0,5.0,0.0,10.0,1.0,9.0,2012
MN-511,Southwest Minnesota CoC,Sheltered and Unsheltered Count,161.0,33.0,100.0,0.0,133.0,28.0,46.0,0.0,11.0,0.0,26.0,0.0,0.0,37.0,0.0,9.0,0.0,115.0,22.0,74.0,96.0,19.0,39.0,8.0,26.0,34.0,5.0,9.0,3.0,0.0,3.0,6.0,1.0,0.0,0.0,0.0,1.0,8.0,3.0,3.0,5.0,5.0,4.0,1.0,2012
MO-500,St. Louis County CoC,Sheltered-Only Count,543.0,138.0,300.0,0.0,438.0,105.0,176.0,1.0,31.0,0.0,85.0,1.0,0.0,116.0,1.0,60.0,0.0,367.0,107.0,215.0,322.0,45.0,117.0,34.0,67.0,101.0,16.0,43.0,36.0,0.0,36.0,7.0,41.0,34.0,0.0,34.0,7.0,2.0,2.0,2.0,0.0,36.0,34.0,2.0,2012
MO-501,St.Louis City CoC,Sheltered and Unsheltered Count,1506.0,711.0,651.0,19.0,1381.0,125.0,927.0,10.0,476.0,4.0,310.0,6.0,19.0,805.0,10.0,122.0,0.0,579.0,235.0,341.0,576.0,3.0,184.0,79.0,104.0,183.0,1.0,136.0,83.0,14.0,97.0,39.0,116.0,66.0,14.0,80.0,36.0,20.0,17.0,17.0,3.0,214.0,196.0,18.0,2012
MO-503,"St. Charles City & County, Lincoln, Warren Counties CoC",Sheltered and Unsheltered Count,1023.0,285.0,259.0,0.0,544.0,479.0,251.0,8.0,59.0,4.0,41.0,1.0,0.0,100.0,5.0,151.0,3.0,772.0,226.0,218.0,444.0,328.0,221.0,78.0,66.0,144.0,77.0,92.0,31.0,0.0,31.0,61.0,27.0,7.0,0.0,7.0,20.0,65.0,24.0,24.0,41.0,5.0,4.0,1.0,2012
MO-600,"Springfield/Greene, Christian, Webster Counties CoC",Sheltered and Unsheltered Count,662.0,160.0,334.0,0.0,494.0,168.0,408.0,2.0,71.0,1.0,187.0,1.0,0.0,258.0,2.0,150.0,0.0,254.0,89.0,147.0,236.0,18.0,81.0,30.0,45.0,75.0,6.0,85.0,31.0,0.0,31.0,54.0,81.0,27.0,0.0,27.0,54.0,4.0,4.0,4.0,0.0,38.0,17.0,21.0,2012
MO-602,"Joplin/Jasper, Newton Counties CoC",Sheltered and Unsheltered Count,1724.0,1411.0,255.0,0.0,1666.0,58.0,442.0,0.0,191.0,0.0,193.0,0.0,0.0,384.0,0.0,58.0,0.0,1282.0,1220.0,62.0,1282.0,0.0,408.0,389.0,19.0,408.0,0.0,61.0,61.0,0.0,61.0,0.0,61.0,61.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,84.0,84.0,0.0,2012
MO-603,"St. Joseph/Andrew, Buchanan, DeKalb Counties CoC",Sheltered and Unsheltered Count,186.0,126.0,28.0,17.0,171.0,15.0,119.0,0.0,72.0,0.0,15.0,0.0,17.0,104.0,0.0,15.0,0.0,67.0,54.0,13.0,67.0,0.0,21.0,17.0,4.0,21.0,0.0,58.0,35.0,17.0,52.0,6.0,56.0,33.0,17.0,50.0,6.0,2.0,2.0,2.0,0.0,33.0,31.0,2.0,2012
MO-604a,"Kansas City, Independence, Lee’s Summit/Jackson, Wyandotte Counties, MO & KS",Sheltered and Unsheltered Count,2705.0,1033.0,834.0,9.0,1876.0,829.0,1453.0,50.0,596.0,8.0,387.0,42.0,9.0,992.0,50.0,461.0,0.0,1252.0,437.0,447.0,884.0,368.0,469.0,196.0,158.0,354.0,115.0,943.0,539.0,9.0,548.0,395.0,386.0,214.0,9.0,223.0,163.0,557.0,325.0,325.0,232.0,338.0,219.0,119.0,2012
MO-606,Missouri Balance of State CoC,Sheltered and Unsheltered Count,2114.0,839.0,622.0,8.0,1469.0,645.0,1223.0,35.0,420.0,34.0,418.0,0.0,8.0,846.0,34.0,377.0,1.0,891.0,419.0,204.0,623.0,268.0,267.0,133.0,62.0,195.0,72.0,263.0,177.0,8.0,185.0,78.0,185.0,132.0,8.0,140.0,45.0,78.0,45.0,45.0,33.0,191.0,162.0,29.0,2012
MS-500,"Jackson/Rankin, Madison Counties CoC",Sheltered and Unsheltered Count,1037.0,85.0,295.0,0.0,380.0,657.0,883.0,0.0,85.0,0.0,145.0,0.0,0.0,230.0,0.0,653.0,0.0,154.0,0.0,150.0,150.0,4.0,77.0,0.0,75.0,75.0,2.0,304.0,44.0,0.0,44.0,260.0,277.0,32.0,0.0,32.0,245.0,27.0,12.0,12.0,15.0,140.0,13.0,127.0,2012
MS-501,Mississippi Balance of State CoC,Sheltered-Only Count,1018.0,328.0,251.0,0.0,579.0,439.0,646.0,42.0,251.0,14.0,100.0,28.0,0.0,351.0,42.0,295.0,0.0,372.0,77.0,151.0,228.0,144.0,113.0,25.0,44.0,69.0,44.0,119.0,13.0,0.0,13.0,106.0,95.0,13.0,0.0,13.0,82.0,24.0,0.0,0.0,24.0,59.0,39.0,20.0,2012
MS-503,Gulf Port/Gulf Coast Regional CoC,Sheltered and Unsheltered Count,358.0,73.0,10.0,0.0,83.0,275.0,265.0,0.0,38.0,0.0,7.0,0.0,0.0,45.0,0.0,220.0,0.0,93.0,35.0,3.0,38.0,55.0,31.0,13.0,1.0,14.0,17.0,78.0,10.0,0.0,10.0,68.0,78.0,10.0,0.0,10.0,68.0,0.0,0.0,0.0,0.0,45.0,19.0,26.0,2012
MT-500,Montana Statewide CoC,Sheltered and Unsheltered Count,1833.0,716.0,437.0,0.0,1153.0,680.0,1166.0,18.0,443.0,7.0,210.0,11.0,0.0,653.0,18.0,513.0,0.0,667.0,273.0,227.0,500.0,167.0,192.0,89.0,80.0,169.0,23.0,388.0,213.0,0.0,213.0,175.0,304.0,161.0,0.0,161.0,143.0,84.0,52.0,52.0,32.0,323.0,147.0,176.0,2012
NC-500,Winston-Salem/Forsyth County CoC,Sheltered and Unsheltered Count,556.0,277.0,159.0,0.0,436.0,120.0,422.0,6.0,240.0,0.0,64.0,6.0,0.0,304.0,6.0,118.0,0.0,134.0,37.0,95.0,132.0,2.0,51.0,15.0,35.0,50.0,1.0,183.0,112.0,0.0,112.0,71.0,179.0,110.0,0.0,110.0,69.0,4.0,2.0,2.0,2.0,43.0,27.0,16.0,2012
NC-501,Asheville/Buncombe County CoC,Sheltered and Unsheltered Count,560.0,205.0,273.0,0.0,478.0,82.0,466.0,9.0,162.0,6.0,222.0,3.0,0.0,384.0,9.0,82.0,0.0,94.0,43.0,51.0,94.0,0.0,18.0,9.0,9.0,18.0,0.0,80.0,40.0,0.0,40.0,40.0,78.0,38.0,0.0,38.0,40.0,2.0,2.0,2.0,0.0,230.0,219.0,11.0,2012
NC-502,Durham City & County CoC,Sheltered and Unsheltered Count,698.0,298.0,337.0,0.0,635.0,63.0,572.0,0.0,249.0,0.0,260.0,0.0,0.0,509.0,0.0,63.0,0.0,126.0,49.0,77.0,126.0,0.0,43.0,16.0,27.0,43.0,0.0,134.0,81.0,0.0,81.0,53.0,131.0,78.0,0.0,78.0,53.0,3.0,3.0,3.0,0.0,116.0,100.0,16.0,2012
NC-503,North Carolina Balance of State CoC,Sheltered and Unsheltered Count,2922.0,1370.0,896.0,0.0,2266.0,656.0,1723.0,7.0,852.0,5.0,420.0,2.0,0.0,1272.0,7.0,451.0,0.0,1199.0,518.0,476.0,994.0,205.0,410.0,179.0,153.0,332.0,78.0,256.0,138.0,0.0,138.0,118.0,194.0,105.0,0.0,105.0,89.0,62.0,33.0,33.0,29.0,143.0,102.0,41.0,2012
NC-504,"Greensboro, High Point CoC",Sheltered and Unsheltered Count,990.0,467.0,368.0,0.0,835.0,155.0,680.0,10.0,342.0,10.0,183.0,0.0,0.0,525.0,10.0,155.0,0.0,310.0,125.0,185.0,310.0,0.0,100.0,40.0,60.0,100.0,0.0,116.0,57.0,0.0,57.0,59.0,116.0,57.0,0.0,57.0,59.0,0.0,0.0,0.0,0.0,104.0,87.0,17.0,2012
NC-505,Charlotte/Mecklenberg CoC,Sheltered and Unsheltered Count,2567.0,971.0,1295.0,0.0,2266.0,301.0,1526.0,9.0,822.0,9.0,403.0,0.0,0.0,1225.0,9.0,301.0,0.0,1041.0,149.0,892.0,1041.0,0.0,321.0,55.0,266.0,321.0,0.0,202.0,127.0,0.0,127.0,75.0,189.0,114.0,0.0,114.0,75.0,13.0,13.0,13.0,0.0,373.0,360.0,13.0,2012
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",Sheltered and Unsheltered Count,469.0,219.0,97.0,0.0,316.0,153.0,347.0,7.0,174.0,5.0,40.0,2.0,0.0,214.0,7.0,133.0,0.0,122.0,45.0,57.0,102.0,20.0,50.0,16.0,28.0,44.0,6.0,44.0,14.0,0.0,14.0,30.0,43.0,14.0,0.0,14.0,29.0,1.0,0.0,0.0,1.0,28.0,21.0,7.0,2012
NC-507,Raleigh/Wake County CoC,Sheltered and Unsheltered Count,1116.0,514.0,414.0,0.0,928.0,188.0,843.0,3.0,398.0,3.0,261.0,0.0,0.0,659.0,3.0,184.0,0.0,273.0,116.0,153.0,269.0,4.0,94.0,34.0,58.0,92.0,2.0,100.0,48.0,0.0,48.0,52.0,97.0,45.0,0.0,45.0,52.0,3.0,3.0,3.0,0.0,141.0,113.0,28.0,2012
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",Sheltered and Unsheltered Count,611.0,56.0,60.0,13.0,129.0,482.0,574.0,8.0,49.0,7.0,50.0,0.0,13.0,112.0,7.0,462.0,1.0,37.0,7.0,10.0,17.0,20.0,14.0,2.0,4.0,6.0,8.0,80.0,40.0,0.0,40.0,40.0,68.0,35.0,0.0,35.0,33.0,12.0,5.0,5.0,7.0,47.0,12.0,35.0,2012
NC-511,Fayetteville/Cumberland County CoC,Sheltered and Unsheltered Count,1606.0,105.0,201.0,0.0,306.0,1300.0,889.0,60.0,83.0,0.0,49.0,0.0,0.0,132.0,0.0,757.0,60.0,717.0,22.0,152.0,174.0,543.0,233.0,7.0,42.0,49.0,184.0,339.0,15.0,0.0,15.0,324.0,295.0,15.0,0.0,15.0,280.0,44.0,0.0,0.0,44.0,152.0,39.0,113.0,2012
NC-513,Chapel Hill/Orange County CoC,Sheltered and Unsheltered Count,110.0,60.0,22.0,0.0,82.0,28.0,88.0,0.0,60.0,0.0,0.0,0.0,0.0,60.0,0.0,28.0,0.0,22.0,0.0,22.0,22.0,0.0,7.0,0.0,7.0,7.0,0.0,29.0,14.0,0.0,14.0,15.0,29.0,14.0,0.0,14.0,15.0,0.0,0.0,0.0,0.0,8.0,6.0,2.0,2012
NC-516,Northwest North Carolina CoC,Sheltered and Unsheltered Count,1319.0,99.0,33.0,0.0,132.0,1187.0,350.0,0.0,55.0,0.0,10.0,0.0,0.0,65.0,0.0,285.0,0.0,969.0,44.0,23.0,67.0,902.0,292.0,15.0,7.0,22.0,270.0,58.0,16.0,0.0,16.0,42.0,46.0,16.0,0.0,16.0,30.0,12.0,0.0,0.0,12.0,28.0,5.0,23.0,2012
ND-500,North Dakota Statewide CoC,Sheltered and Unsheltered Count,688.0,474.0,161.0,0.0,635.0,53.0,485.0,1.0,344.0,0.0,101.0,1.0,0.0,445.0,1.0,40.0,0.0,203.0,130.0,60.0,190.0,13.0,70.0,42.0,22.0,64.0,6.0,86.0,78.0,0.0,78.0,8.0,81.0,75.0,0.0,75.0,6.0,5.0,3.0,3.0,2.0,160.0,144.0,16.0,2012
NE-500,Nebraska Balance of State CoC,Sheltered and Unsheltered Count,1278.0,208.0,385.0,0.0,593.0,685.0,466.0,63.0,131.0,26.0,128.0,0.0,0.0,259.0,26.0,207.0,37.0,812.0,77.0,257.0,334.0,478.0,263.0,27.0,85.0,112.0,151.0,136.0,34.0,0.0,34.0,102.0,72.0,17.0,0.0,17.0,55.0,64.0,17.0,17.0,47.0,28.0,13.0,15.0,2012
NE-501,"Omaha, Council Bluffs CoC",Sheltered and Unsheltered Count,1530.0,1029.0,479.0,0.0,1508.0,22.0,1085.0,2.0,804.0,2.0,259.0,0.0,0.0,1063.0,2.0,22.0,0.0,445.0,225.0,220.0,445.0,0.0,151.0,79.0,72.0,151.0,0.0,204.0,199.0,0.0,199.0,5.0,191.0,186.0,0.0,186.0,5.0,13.0,13.0,13.0,0.0,143.0,141.0,2.0,2012
NE-502,Lincoln CoC,Sheltered and Unsheltered Count,981.0,344.0,512.0,0.0,856.0,125.0,664.0,52.0,248.0,34.0,291.0,16.0,0.0,539.0,50.0,125.0,2.0,317.0,96.0,221.0,317.0,0.0,100.0,27.0,73.0,100.0,0.0,161.0,100.0,0.0,100.0,61.0,133.0,85.0,0.0,85.0,48.0,28.0,15.0,15.0,13.0,78.0,59.0,19.0,2012
NH-500,New Hampshire Balance of State CoC,Sheltered and Unsheltered Count,761.0,506.0,189.0,0.0,695.0,66.0,401.0,0.0,283.0,0.0,60.0,0.0,0.0,343.0,0.0,58.0,0.0,360.0,223.0,129.0,352.0,8.0,124.0,73.0,48.0,121.0,3.0,132.0,84.0,0.0,84.0,48.0,125.0,78.0,0.0,78.0,47.0,7.0,6.0,6.0,1.0,43.0,38.0,5.0,2012
NH-501,Manchester CoC,Sheltered and Unsheltered Count,399.0,158.0,177.0,4.0,339.0,60.0,226.0,2.0,110.0,0.0,55.0,0.0,4.0,169.0,0.0,57.0,2.0,173.0,48.0,122.0,170.0,3.0,66.0,18.0,47.0,65.0,1.0,57.0,39.0,4.0,43.0,14.0,57.0,39.0,4.0,43.0,14.0,0.0,0.0,0.0,0.0,16.0,14.0,2.0,2012
NH-502,Nashua/Hillsborough County CoC,Sheltered and Unsheltered Count,336.0,105.0,189.0,1.0,295.0,41.0,205.0,4.0,85.0,0.0,85.0,0.0,1.0,171.0,0.0,34.0,4.0,131.0,20.0,104.0,124.0,7.0,50.0,7.0,40.0,47.0,3.0,85.0,52.0,1.0,53.0,32.0,55.0,29.0,1.0,30.0,25.0,30.0,23.0,23.0,7.0,68.0,64.0,4.0,2012
NJ-500,Atlantic City & County CoC,Sheltered and Unsheltered Count,631.0,556.0,6.0,0.0,562.0,69.0,459.0,0.0,392.0,0.0,0.0,0.0,0.0,392.0,0.0,67.0,0.0,172.0,164.0,6.0,170.0,2.0,58.0,55.0,2.0,57.0,1.0,117.0,101.0,0.0,101.0,16.0,117.0,101.0,0.0,101.0,16.0,0.0,0.0,0.0,0.0,53.0,44.0,9.0,2012
NJ-501,Bergen County CoC,Sheltered and Unsheltered Count,454.0,228.0,194.0,0.0,422.0,32.0,284.0,0.0,186.0,0.0,72.0,0.0,0.0,258.0,0.0,26.0,0.0,170.0,42.0,122.0,164.0,6.0,65.0,15.0,47.0,62.0,3.0,54.0,45.0,0.0,45.0,9.0,54.0,45.0,0.0,45.0,9.0,0.0,0.0,0.0,0.0,18.0,17.0,1.0,2012
NJ-502,Burlington County CoC,Sheltered and Unsheltered Count,823.0,773.0,21.0,0.0,794.0,29.0,407.0,1.0,372.0,1.0,10.0,0.0,0.0,382.0,1.0,25.0,0.0,416.0,401.0,11.0,412.0,4.0,141.0,137.0,2.0,139.0,2.0,75.0,68.0,0.0,68.0,7.0,45.0,38.0,0.0,38.0,7.0,30.0,30.0,30.0,0.0,19.0,15.0,4.0,2012
NJ-503,"Camden City & County/Gloucester, Cape May, Cumberland Counties CoC",Sheltered and Unsheltered Count,1215.0,936.0,115.0,0.0,1051.0,164.0,672.0,4.0,469.0,4.0,87.0,0.0,0.0,556.0,4.0,116.0,0.0,543.0,467.0,28.0,495.0,48.0,191.0,164.0,11.0,175.0,16.0,95.0,65.0,0.0,65.0,30.0,76.0,54.0,0.0,54.0,22.0,19.0,11.0,11.0,8.0,97.0,82.0,15.0,2012
NJ-504,Newark/Essex County CoC,Sheltered and Unsheltered Count,1504.0,924.0,411.0,0.0,1335.0,169.0,941.0,7.0,650.0,0.0,146.0,7.0,0.0,796.0,7.0,145.0,0.0,563.0,274.0,265.0,539.0,24.0,201.0,97.0,98.0,195.0,6.0,178.0,132.0,0.0,132.0,46.0,137.0,105.0,0.0,105.0,32.0,41.0,27.0,27.0,14.0,80.0,59.0,21.0,2012
NJ-506,"Jersey City, Bayonne/Hudson County CoC",Sheltered and Unsheltered Count,2087.0,1578.0,215.0,0.0,1793.0,294.0,750.0,0.0,415.0,0.0,69.0,0.0,0.0,484.0,0.0,266.0,0.0,1337.0,1163.0,146.0,1309.0,28.0,520.0,451.0,58.0,509.0,11.0,111.0,30.0,0.0,30.0,81.0,111.0,30.0,0.0,30.0,81.0,0.0,0.0,0.0,0.0,45.0,21.0,24.0,2012
NJ-507,New Brunswick/Middlesex County CoC,Sheltered and Unsheltered Count,1145.0,604.0,229.0,0.0,833.0,312.0,525.0,0.0,254.0,0.0,83.0,0.0,0.0,337.0,0.0,188.0,0.0,620.0,350.0,146.0,496.0,124.0,217.0,120.0,57.0,177.0,40.0,63.0,33.0,0.0,33.0,30.0,60.0,30.0,0.0,30.0,30.0,3.0,3.0,3.0,0.0,35.0,16.0,19.0,2012
NJ-508,Monmouth County CoC,Sheltered and Unsheltered Count,650.0,330.0,265.0,0.0,595.0,55.0,272.0,0.0,201.0,0.0,41.0,0.0,0.0,242.0,0.0,30.0,0.0,378.0,129.0,224.0,353.0,25.0,131.0,51.0,74.0,125.0,6.0,73.0,59.0,0.0,59.0,14.0,56.0,48.0,0.0,48.0,8.0,17.0,11.0,11.0,6.0,16.0,12.0,4.0,2012
NJ-509,Morris County CoC,Sheltered and Unsheltered Count,281.0,113.0,77.0,19.0,209.0,72.0,179.0,0.0,58.0,0.0,33.0,0.0,19.0,110.0,0.0,69.0,0.0,102.0,55.0,44.0,99.0,3.0,39.0,21.0,17.0,38.0,1.0,37.0,22.0,0.0,22.0,15.0,37.0,22.0,0.0,22.0,15.0,0.0,0.0,0.0,0.0,14.0,11.0,3.0,2012
NJ-510,Lakewood Township/Ocean County CoC,Sheltered and Unsheltered Count,649.0,581.0,17.0,0.0,598.0,51.0,449.0,11.0,392.0,6.0,14.0,4.0,0.0,406.0,10.0,43.0,1.0,200.0,189.0,3.0,192.0,8.0,68.0,64.0,1.0,65.0,3.0,38.0,36.0,0.0,36.0,2.0,36.0,34.0,0.0,34.0,2.0,2.0,2.0,2.0,0.0,6.0,3.0,3.0,2012
NJ-511,Paterson/Passaic County CoC,Sheltered and Unsheltered Count,518.0,396.0,22.0,0.0,418.0,100.0,256.0,0.0,172.0,0.0,20.0,0.0,0.0,192.0,0.0,64.0,0.0,262.0,224.0,2.0,226.0,36.0,71.0,62.0,1.0,63.0,8.0,39.0,28.0,0.0,28.0,11.0,26.0,19.0,0.0,19.0,7.0,13.0,9.0,9.0,4.0,18.0,12.0,6.0,2012
NJ-512,Salem County CoC,Sheltered-Only Count,78.0,18.0,31.0,0.0,49.0,29.0,27.0,0.0,8.0,0.0,6.0,0.0,0.0,14.0,0.0,13.0,0.0,51.0,10.0,25.0,35.0,16.0,20.0,5.0,9.0,14.0,6.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2012
NJ-513,Somerset County CoC,Sheltered and Unsheltered Count,295.0,100.0,172.0,0.0,272.0,23.0,177.0,8.0,32.0,5.0,135.0,3.0,0.0,167.0,8.0,10.0,0.0,118.0,68.0,37.0,105.0,13.0,41.0,25.0,12.0,37.0,4.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,97.0,93.0,4.0,2012
NJ-514,Trenton/Mercer County CoC,Sheltered and Unsheltered Count,1009.0,471.0,432.0,0.0,903.0,106.0,551.0,0.0,325.0,0.0,151.0,0.0,0.0,476.0,0.0,75.0,0.0,458.0,146.0,281.0,427.0,31.0,155.0,57.0,87.0,144.0,11.0,71.0,48.0,0.0,48.0,23.0,62.0,42.0,0.0,42.0,20.0,9.0,6.0,6.0,3.0,71.0,61.0,10.0,2012
NJ-515,Elizabeth/Union County CoC,Sheltered and Unsheltered Count,1456.0,354.0,1052.0,0.0,1406.0,50.0,512.0,3.0,219.0,3.0,247.0,0.0,0.0,466.0,3.0,46.0,0.0,944.0,135.0,805.0,940.0,4.0,296.0,38.0,256.0,294.0,2.0,27.0,20.0,0.0,20.0,7.0,27.0,20.0,0.0,20.0,7.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,2012
