CoC Number,CoC Name,Count Types,Overall Homeless,Sheltered ES Homeless,Sheltered TH Homeless,Sheltered SH Homeless,Sheltered Total Homeless,Unsheltered Homeless,Overall Homeless Individuals,Overall Homeless Individuals - Under 18,Sheltered ES Homeless Individuals,Sheltered ES Homeless Individuals - Under 18,Sheltered TH Homeless Individuals,Sheltered TH Homeless Individuals - Under 18,Sheltered SH Homeless Individuals,Sheltered Total Homeless Individuals,Sheltered Total Homeless Individuals - Under 18,Unsheltered Homeless Individuals,Unsheltered Homeless Individuals - Under 18,Overall Homeless People in Families,Sheltered ES Homeless People in Families,Sheltered TH Homeless People in Families,Sheltered Total Homeless People in Families,Unsheltered Homeless People in Families,Overall Homeless Family Households,Sheltered ES Homeless Family Households,Sheltered TH Homeless Family Households,Sheltered Total Homeless Family Households,Unsheltered Homeless Family Households,Overall Chronically Homeless,Sheltered ES Chronically Homeless,Sheltered SH Chronically Homeless,Sheltered Total Chronically Homeless,Unsheltered Chronically Homeless,Overall Chronically Homeless Individuals,Sheltered ES Chronically Homeless Individuals,Sheltered SH Chronically Homeless Individuals,Sheltered Total Chronically Homeless Individuals,Unsheltered Chronically Homeless Individuals,Overall Chronically Homeless People in Families,Sheltered ES Chronically Homeless People in Families,Sheltered Total Chronically Homeless People in Families,Unsheltered Chronically Homeless People in Families,Overall Homeless Veterans,Sheltered Total Homeless Veterans,Unsheltered Homeless Veterans,Year
MI-509,Washtenaw County CoC,Sheltered and Unsheltered Count,469.0,241.0,185.0,0.0,426.0,43.0,304.0,9.0,172.0,4.0,89.0,5.0,0.0,261.0,9.0,43.0,0.0,165.0,69.0,96.0,165.0,0.0,51.0,23.0,28.0,51.0,0.0,73.0,36.0,0.0,36.0,37.0,57.0,20.0,0.0,20.0,37.0,16.0,16.0,16.0,0.0,50.0,35.0,15.0,2011.0
MI-510,Saginaw City & County CoC,Sheltered and Unsheltered Count,390.0,138.0,172.0,3.0,313.0,77.0,243.0,6.0,75.0,3.0,88.0,3.0,3.0,166.0,6.0,77.0,0.0,147.0,63.0,84.0,147.0,0.0,47.0,18.0,29.0,47.0,0.0,57.0,40.0,3.0,43.0,14.0,53.0,36.0,3.0,39.0,14.0,4.0,4.0,4.0,0.0,28.0,20.0,8.0,2011.0
MI-511,Lenawee County CoC,Sheltered and Unsheltered Count,166.0,75.0,77.0,0.0,152.0,14.0,67.0,2.0,32.0,0.0,33.0,2.0,0.0,65.0,2.0,2.0,0.0,99.0,43.0,44.0,87.0,12.0,29.0,12.0,15.0,27.0,2.0,24.0,24.0,0.0,24.0,0.0,21.0,21.0,0.0,21.0,0.0,3.0,3.0,3.0,0.0,8.0,8.0,0.0,2011.0
MI-512,"Grand Traverse, Antrim, Leelanau Counties CoC",Sheltered and Unsheltered Count,234.0,119.0,94.0,0.0,213.0,21.0,128.0,16.0,86.0,3.0,21.0,13.0,0.0,107.0,16.0,21.0,0.0,106.0,33.0,73.0,106.0,0.0,39.0,15.0,24.0,39.0,0.0,42.0,36.0,0.0,36.0,6.0,42.0,36.0,0.0,36.0,6.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,2011.0
MI-514,Battle Creek/Calhoun County CoC,Sheltered and Unsheltered Count,192.0,69.0,67.0,0.0,136.0,56.0,144.0,0.0,37.0,0.0,53.0,0.0,0.0,90.0,0.0,54.0,0.0,48.0,32.0,14.0,46.0,2.0,18.0,12.0,5.0,17.0,1.0,50.0,32.0,0.0,32.0,18.0,44.0,28.0,0.0,28.0,16.0,6.0,4.0,4.0,2.0,38.0,12.0,26.0,2011.0
MI-515,Monroe City & County CoC,Sheltered and Unsheltered Count,121.0,79.0,38.0,0.0,117.0,4.0,81.0,0.0,39.0,0.0,38.0,0.0,0.0,77.0,0.0,4.0,0.0,40.0,40.0,0.0,40.0,0.0,13.0,13.0,0.0,13.0,0.0,11.0,7.0,0.0,7.0,4.0,11.0,7.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,2011.0
MI-516,"Norton Shores, Muskegon City & County CoC",Sheltered and Unsheltered Count,691.0,114.0,345.0,0.0,459.0,232.0,345.0,32.0,56.0,0.0,146.0,6.0,0.0,202.0,6.0,143.0,26.0,346.0,58.0,199.0,257.0,89.0,121.0,28.0,65.0,93.0,28.0,56.0,11.0,0.0,11.0,45.0,20.0,5.0,0.0,5.0,15.0,36.0,6.0,6.0,30.0,27.0,19.0,8.0,2011.0
MI-517,Jackson City & County CoC,Sheltered and Unsheltered Count,246.0,95.0,95.0,0.0,190.0,56.0,123.0,1.0,58.0,1.0,9.0,0.0,0.0,67.0,1.0,56.0,0.0,123.0,37.0,86.0,123.0,0.0,48.0,10.0,38.0,48.0,0.0,31.0,2.0,0.0,2.0,29.0,31.0,2.0,0.0,2.0,29.0,0.0,0.0,0.0,0.0,27.0,7.0,20.0,2011.0
MI-518,Livingston County CoC,Sheltered and Unsheltered Count,135.0,39.0,25.0,0.0,64.0,71.0,65.0,13.0,14.0,3.0,5.0,3.0,0.0,19.0,6.0,46.0,7.0,70.0,25.0,20.0,45.0,25.0,24.0,8.0,7.0,15.0,9.0,23.0,8.0,0.0,8.0,15.0,20.0,6.0,0.0,6.0,14.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2011.0
MI-519,Holland/Ottawa County CoC,Sheltered and Unsheltered Count,343.0,120.0,220.0,0.0,340.0,3.0,101.0,0.0,68.0,0.0,30.0,0.0,0.0,98.0,0.0,3.0,0.0,242.0,52.0,190.0,242.0,0.0,65.0,14.0,51.0,65.0,0.0,23.0,23.0,0.0,23.0,0.0,23.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,2011.0
MI-523,Eaton County CoC,Sheltered and Unsheltered Count,225.0,61.0,59.0,0.0,120.0,105.0,42.0,0.0,16.0,0.0,2.0,0.0,0.0,18.0,0.0,24.0,0.0,183.0,45.0,57.0,102.0,81.0,56.0,10.0,21.0,31.0,25.0,10.0,1.0,0.0,1.0,9.0,7.0,1.0,0.0,1.0,6.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,2011.0
MN-500,Minneapolis/Hennepin County CoC,Sheltered and Unsheltered Count,3100.0,1981.0,950.0,0.0,2931.0,169.0,1528.0,59.0,986.0,4.0,389.0,54.0,0.0,1375.0,58.0,153.0,1.0,1572.0,995.0,561.0,1556.0,16.0,467.0,263.0,199.0,462.0,5.0,919.0,883.0,0.0,883.0,36.0,566.0,531.0,0.0,531.0,35.0,353.0,352.0,352.0,1.0,177.0,169.0,8.0,2011.0
MN-501,Saint Paul/Ramsey County CoC,Sheltered and Unsheltered Count,1439.0,574.0,738.0,10.0,1322.0,117.0,634.0,33.0,344.0,6.0,187.0,21.0,10.0,541.0,27.0,93.0,6.0,805.0,230.0,551.0,781.0,24.0,263.0,63.0,193.0,256.0,7.0,380.0,300.0,10.0,310.0,70.0,283.0,209.0,10.0,219.0,64.0,97.0,91.0,91.0,6.0,73.0,59.0,14.0,2011.0
MN-502,Rochester/Southeast Minnesota CoC,Sheltered and Unsheltered Count,361.0,210.0,146.0,0.0,356.0,5.0,112.0,2.0,98.0,2.0,13.0,0.0,0.0,111.0,2.0,1.0,0.0,249.0,112.0,133.0,245.0,4.0,68.0,30.0,37.0,67.0,1.0,73.0,73.0,0.0,73.0,0.0,52.0,52.0,0.0,52.0,0.0,21.0,21.0,21.0,0.0,15.0,15.0,0.0,2011.0
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties",Sheltered and Unsheltered Count,696.0,217.0,401.0,0.0,618.0,78.0,193.0,0.0,56.0,0.0,83.0,0.0,0.0,139.0,0.0,54.0,0.0,503.0,161.0,318.0,479.0,24.0,162.0,43.0,111.0,154.0,8.0,82.0,49.0,0.0,49.0,33.0,33.0,14.0,0.0,14.0,19.0,49.0,35.0,35.0,14.0,42.0,37.0,5.0,2011.0
MN-504,Northeast Minnesota CoC,Sheltered and Unsheltered Count,174.0,27.0,64.0,0.0,91.0,83.0,66.0,0.0,17.0,0.0,8.0,0.0,0.0,25.0,0.0,41.0,0.0,108.0,10.0,56.0,66.0,42.0,35.0,4.0,14.0,18.0,17.0,50.0,17.0,0.0,17.0,33.0,20.0,4.0,0.0,4.0,16.0,30.0,13.0,13.0,17.0,15.0,8.0,7.0,2011.0
MN-505,St. Cloud/Central Minnesota CoC,Sheltered and Unsheltered Count,599.0,166.0,236.0,0.0,402.0,197.0,390.0,74.0,87.0,15.0,146.0,44.0,0.0,233.0,59.0,157.0,15.0,209.0,79.0,90.0,169.0,40.0,68.0,26.0,30.0,56.0,12.0,159.0,87.0,0.0,87.0,72.0,106.0,67.0,0.0,67.0,39.0,53.0,20.0,20.0,33.0,85.0,61.0,24.0,2011.0
MN-506,Northwest Minnesota CoC,Sheltered and Unsheltered Count,252.0,82.0,129.0,4.0,215.0,37.0,87.0,5.0,49.0,3.0,22.0,2.0,4.0,75.0,5.0,12.0,0.0,165.0,33.0,107.0,140.0,25.0,51.0,8.0,35.0,43.0,8.0,31.0,17.0,4.0,21.0,10.0,22.0,17.0,4.0,21.0,1.0,9.0,0.0,0.0,9.0,6.0,5.0,1.0,2011.0
MN-508,Moorhead/West Central Minnesota CoC,Sheltered and Unsheltered Count,263.0,78.0,77.0,0.0,155.0,108.0,116.0,17.0,47.0,2.0,8.0,2.0,0.0,55.0,4.0,61.0,13.0,147.0,31.0,69.0,100.0,47.0,44.0,10.0,20.0,30.0,14.0,85.0,56.0,0.0,56.0,29.0,57.0,36.0,0.0,36.0,21.0,28.0,20.0,20.0,8.0,10.0,7.0,3.0,2011.0
MN-509,Duluth/St.Louis County CoC,Sheltered and Unsheltered Count,494.0,129.0,241.0,0.0,370.0,124.0,245.0,13.0,81.0,11.0,54.0,1.0,0.0,135.0,12.0,110.0,1.0,249.0,48.0,187.0,235.0,14.0,84.0,17.0,63.0,80.0,4.0,83.0,22.0,0.0,22.0,61.0,72.0,11.0,0.0,11.0,61.0,11.0,11.0,11.0,0.0,18.0,6.0,12.0,2011.0
MN-511,Southwest Minnesota CoC,Sheltered and Unsheltered Count,117.0,40.0,67.0,0.0,107.0,10.0,39.0,0.0,18.0,0.0,11.0,0.0,0.0,29.0,0.0,10.0,0.0,78.0,22.0,56.0,78.0,0.0,23.0,9.0,14.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,4.0,2011.0
MO-500,St. Louis County CoC,Sheltered and Unsheltered Count,657.0,328.0,224.0,0.0,552.0,105.0,248.0,6.0,133.0,3.0,55.0,3.0,0.0,188.0,6.0,60.0,0.0,409.0,195.0,169.0,364.0,45.0,131.0,62.0,53.0,115.0,16.0,44.0,37.0,0.0,37.0,7.0,44.0,37.0,0.0,37.0,7.0,0.0,0.0,0.0,0.0,64.0,62.0,2.0,2011.0
MO-501,St.Louis City CoC,Sheltered and Unsheltered Count,1344.0,601.0,599.0,15.0,1215.0,129.0,796.0,7.0,354.0,2.0,304.0,5.0,15.0,673.0,7.0,123.0,0.0,548.0,247.0,295.0,542.0,6.0,190.0,87.0,100.0,187.0,3.0,187.0,136.0,12.0,148.0,39.0,168.0,119.0,12.0,131.0,37.0,19.0,17.0,17.0,2.0,124.0,99.0,25.0,2011.0
MO-503,"St. Charles City & County, Lincoln, Warren Counties CoC",Sheltered and Unsheltered Count,1003.0,303.0,323.0,0.0,626.0,377.0,419.0,8.0,78.0,5.0,156.0,3.0,0.0,234.0,8.0,185.0,0.0,584.0,225.0,167.0,392.0,192.0,201.0,66.0,64.0,130.0,71.0,25.0,10.0,0.0,10.0,15.0,21.0,6.0,0.0,6.0,15.0,4.0,4.0,4.0,0.0,9.0,5.0,4.0,2011.0
MO-600,"Springfield/Greene, Christian, Webster Counties CoC",Sheltered and Unsheltered Count,591.0,172.0,292.0,0.0,464.0,127.0,333.0,3.0,89.0,0.0,128.0,2.0,0.0,217.0,2.0,116.0,1.0,258.0,83.0,164.0,247.0,11.0,96.0,36.0,56.0,92.0,4.0,82.0,22.0,0.0,22.0,60.0,82.0,22.0,0.0,22.0,60.0,0.0,0.0,0.0,0.0,30.0,10.0,20.0,2011.0
MO-602,"Joplin/Jasper, Newton Counties CoC",Sheltered and Unsheltered Count,457.0,119.0,222.0,0.0,341.0,116.0,336.0,1.0,84.0,1.0,136.0,0.0,0.0,220.0,1.0,116.0,0.0,121.0,35.0,86.0,121.0,0.0,37.0,12.0,25.0,37.0,0.0,27.0,21.0,0.0,21.0,6.0,27.0,21.0,0.0,21.0,6.0,0.0,0.0,0.0,0.0,77.0,70.0,7.0,2011.0
MO-603,"St. Joseph/Andrew, Buchanan, DeKalb Counties CoC",Sheltered and Unsheltered Count,181.0,123.0,15.0,18.0,156.0,25.0,125.0,0.0,67.0,0.0,15.0,0.0,18.0,100.0,0.0,25.0,0.0,56.0,56.0,0.0,56.0,0.0,17.0,17.0,0.0,17.0,0.0,102.0,66.0,18.0,84.0,18.0,96.0,60.0,18.0,78.0,18.0,6.0,6.0,6.0,0.0,43.0,38.0,5.0,2011.0
MO-604a,"Kansas City, Independence, Lee’s Summit/Jackson, Wyandotte Counties, MO & KS",Sheltered and Unsheltered Count,2992.0,970.0,1043.0,7.0,2020.0,972.0,1370.0,69.0,566.0,45.0,272.0,24.0,7.0,845.0,69.0,525.0,0.0,1622.0,404.0,771.0,1175.0,447.0,428.0,114.0,178.0,292.0,136.0,619.0,320.0,7.0,327.0,292.0,395.0,218.0,7.0,225.0,170.0,224.0,102.0,102.0,122.0,368.0,234.0,134.0,2011.0
MO-606,Missouri Balance of State CoC,Sheltered and Unsheltered Count,1967.0,935.0,573.0,8.0,1516.0,451.0,1159.0,32.0,487.0,29.0,389.0,3.0,8.0,884.0,32.0,275.0,0.0,808.0,448.0,184.0,632.0,176.0,251.0,152.0,58.0,210.0,41.0,354.0,280.0,8.0,288.0,66.0,345.0,272.0,8.0,280.0,65.0,9.0,8.0,8.0,1.0,190.0,157.0,33.0,2011.0
MS-500,"Jackson/Rankin, Madison Counties CoC",Sheltered and Unsheltered Count,826.0,80.0,310.0,0.0,390.0,436.0,821.0,11.0,75.0,0.0,310.0,11.0,0.0,385.0,11.0,436.0,0.0,5.0,5.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0,0.0,191.0,34.0,0.0,34.0,157.0,191.0,34.0,0.0,34.0,157.0,0.0,0.0,0.0,0.0,93.0,54.0,39.0,2011.0
MS-501,Mississippi Balance of State CoC,Sheltered and Unsheltered Count,951.0,260.0,250.0,2.0,512.0,439.0,532.0,6.0,151.0,6.0,84.0,0.0,2.0,237.0,6.0,295.0,0.0,419.0,109.0,166.0,275.0,144.0,124.0,33.0,47.0,80.0,44.0,199.0,92.0,1.0,93.0,106.0,166.0,83.0,1.0,84.0,82.0,33.0,9.0,9.0,24.0,57.0,37.0,20.0,2011.0
MS-503,Gulf Port/Gulf Coast Regional CoC,Sheltered and Unsheltered Count,529.0,89.0,65.0,0.0,154.0,375.0,472.0,35.0,47.0,26.0,65.0,0.0,0.0,112.0,26.0,360.0,9.0,57.0,42.0,0.0,42.0,15.0,16.0,12.0,0.0,12.0,4.0,81.0,8.0,0.0,8.0,73.0,81.0,8.0,0.0,8.0,73.0,0.0,0.0,0.0,0.0,55.0,23.0,32.0,2011.0
MT-500,Montana Statewide CoC,Sheltered and Unsheltered Count,1768.0,708.0,508.0,0.0,1216.0,552.0,1094.0,29.0,387.0,16.0,249.0,10.0,0.0,636.0,26.0,458.0,3.0,674.0,321.0,259.0,580.0,94.0,222.0,99.0,93.0,192.0,30.0,324.0,149.0,0.0,149.0,175.0,203.0,76.0,0.0,76.0,127.0,121.0,73.0,73.0,48.0,251.0,135.0,116.0,2011.0
NC-500,Winston-Salem/Forsyth County CoC,Sheltered and Unsheltered Count,527.0,309.0,167.0,0.0,476.0,51.0,399.0,11.0,270.0,0.0,78.0,11.0,0.0,348.0,11.0,51.0,0.0,128.0,39.0,89.0,128.0,0.0,47.0,18.0,29.0,47.0,0.0,140.0,123.0,0.0,123.0,17.0,140.0,123.0,0.0,123.0,17.0,0.0,0.0,0.0,0.0,47.0,37.0,10.0,2011.0
NC-501,Asheville/Buncombe County CoC,Sheltered and Unsheltered Count,514.0,187.0,265.0,0.0,452.0,62.0,453.0,10.0,170.0,6.0,221.0,4.0,0.0,391.0,10.0,62.0,0.0,61.0,17.0,44.0,61.0,0.0,24.0,7.0,17.0,24.0,0.0,81.0,42.0,0.0,42.0,39.0,75.0,36.0,0.0,36.0,39.0,6.0,6.0,6.0,0.0,209.0,200.0,9.0,2011.0
NC-502,Durham City & County CoC,Sheltered and Unsheltered Count,597.0,263.0,276.0,0.0,539.0,58.0,464.0,0.0,221.0,0.0,185.0,0.0,0.0,406.0,0.0,58.0,0.0,133.0,42.0,91.0,133.0,0.0,44.0,13.0,31.0,44.0,0.0,118.0,80.0,0.0,80.0,38.0,102.0,64.0,0.0,64.0,38.0,16.0,16.0,16.0,0.0,106.0,93.0,13.0,2011.0
NC-503,North Carolina Balance of State CoC,Sheltered and Unsheltered Count,2987.0,1427.0,879.0,0.0,2306.0,681.0,1915.0,4.0,860.0,3.0,504.0,1.0,0.0,1364.0,4.0,551.0,0.0,1072.0,567.0,375.0,942.0,130.0,347.0,188.0,122.0,310.0,37.0,312.0,138.0,0.0,138.0,174.0,257.0,112.0,0.0,112.0,145.0,55.0,26.0,26.0,29.0,242.0,150.0,92.0,2011.0
NC-504,"Greensboro, High Point CoC",Sheltered and Unsheltered Count,1024.0,460.0,440.0,0.0,900.0,124.0,748.0,23.0,369.0,9.0,260.0,12.0,0.0,629.0,21.0,119.0,2.0,276.0,91.0,180.0,271.0,5.0,91.0,27.0,62.0,89.0,2.0,108.0,96.0,0.0,96.0,12.0,107.0,95.0,0.0,95.0,12.0,1.0,1.0,1.0,0.0,81.0,60.0,21.0,2011.0
NC-505,Charlotte/Mecklenberg CoC,Sheltered and Unsheltered Count,2847.0,1248.0,1284.0,0.0,2532.0,315.0,1966.0,14.0,934.0,8.0,717.0,6.0,0.0,1651.0,14.0,315.0,0.0,881.0,314.0,567.0,881.0,0.0,293.0,94.0,199.0,293.0,0.0,307.0,239.0,0.0,239.0,68.0,298.0,230.0,0.0,230.0,68.0,9.0,9.0,9.0,0.0,248.0,242.0,6.0,2011.0
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",Sheltered and Unsheltered Count,483.0,286.0,106.0,0.0,392.0,91.0,252.0,11.0,114.0,11.0,65.0,0.0,0.0,179.0,11.0,73.0,0.0,231.0,172.0,41.0,213.0,18.0,84.0,62.0,14.0,76.0,8.0,73.0,45.0,0.0,45.0,28.0,68.0,42.0,0.0,42.0,26.0,5.0,3.0,3.0,2.0,42.0,31.0,11.0,2011.0
NC-507,Raleigh/Wake County CoC,Sheltered and Unsheltered Count,1150.0,633.0,365.0,0.0,998.0,152.0,872.0,3.0,451.0,3.0,269.0,0.0,0.0,720.0,3.0,152.0,0.0,278.0,182.0,96.0,278.0,0.0,90.0,58.0,32.0,90.0,0.0,149.0,91.0,0.0,91.0,58.0,149.0,91.0,0.0,91.0,58.0,0.0,0.0,0.0,0.0,91.0,81.0,10.0,2011.0
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",Sheltered and Unsheltered Count,378.0,92.0,39.0,0.0,131.0,247.0,338.0,4.0,67.0,4.0,39.0,0.0,0.0,106.0,4.0,232.0,0.0,40.0,25.0,0.0,25.0,15.0,15.0,11.0,0.0,11.0,4.0,78.0,4.0,0.0,4.0,74.0,75.0,1.0,0.0,1.0,74.0,3.0,3.0,3.0,0.0,6.0,1.0,5.0,2011.0
NC-511,Fayetteville/Cumberland County CoC,Sheltered and Unsheltered Count,1061.0,92.0,193.0,0.0,285.0,776.0,568.0,22.0,74.0,0.0,18.0,0.0,0.0,92.0,0.0,476.0,22.0,493.0,18.0,175.0,193.0,300.0,120.0,6.0,39.0,45.0,75.0,54.0,27.0,0.0,27.0,27.0,38.0,20.0,0.0,20.0,18.0,16.0,7.0,7.0,9.0,130.0,34.0,96.0,2011.0
NC-513,Chapel Hill/Orange County CoC,Sheltered and Unsheltered Count,136.0,77.0,26.0,0.0,103.0,33.0,110.0,0.0,77.0,0.0,0.0,0.0,0.0,77.0,0.0,33.0,0.0,26.0,0.0,26.0,26.0,0.0,9.0,0.0,9.0,9.0,0.0,50.0,28.0,0.0,28.0,22.0,50.0,28.0,0.0,28.0,22.0,0.0,0.0,0.0,0.0,10.0,6.0,4.0,2011.0
NC-516,Northwest North Carolina CoC,Sheltered and Unsheltered Count,1192.0,101.0,30.0,0.0,131.0,1061.0,218.0,0.0,52.0,0.0,20.0,0.0,0.0,72.0,0.0,146.0,0.0,974.0,49.0,10.0,59.0,915.0,296.0,16.0,4.0,20.0,276.0,6.0,3.0,0.0,3.0,3.0,6.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,36.0,6.0,30.0,2011.0
ND-500,North Dakota Statewide CoC,Sheltered and Unsheltered Count,603.0,415.0,145.0,0.0,560.0,43.0,396.0,1.0,283.0,0.0,83.0,1.0,0.0,366.0,1.0,30.0,0.0,207.0,132.0,62.0,194.0,13.0,60.0,33.0,22.0,55.0,5.0,75.0,69.0,0.0,69.0,6.0,67.0,63.0,0.0,63.0,4.0,8.0,6.0,6.0,2.0,124.0,121.0,3.0,2011.0
NE-500,Nebraska Balance of State CoC,Sheltered and Unsheltered Count,1121.0,223.0,496.0,0.0,719.0,402.0,522.0,82.0,110.0,22.0,179.0,7.0,0.0,289.0,29.0,233.0,53.0,599.0,113.0,317.0,430.0,169.0,187.0,34.0,96.0,130.0,57.0,110.0,66.0,0.0,66.0,44.0,86.0,48.0,0.0,48.0,38.0,24.0,18.0,18.0,6.0,39.0,18.0,21.0,2011.0
NE-501,"Omaha, Council Bluffs CoC",Sheltered and Unsheltered Count,1580.0,1055.0,489.0,0.0,1544.0,36.0,1164.0,0.0,832.0,0.0,296.0,0.0,0.0,1128.0,0.0,36.0,0.0,416.0,223.0,193.0,416.0,0.0,169.0,107.0,62.0,169.0,0.0,281.0,271.0,0.0,271.0,10.0,258.0,251.0,0.0,251.0,7.0,23.0,20.0,20.0,3.0,207.0,192.0,15.0,2011.0
NE-502,Lincoln CoC,Sheltered and Unsheltered Count,847.0,345.0,433.0,0.0,778.0,69.0,524.0,39.0,224.0,21.0,231.0,18.0,0.0,455.0,39.0,69.0,0.0,323.0,121.0,202.0,323.0,0.0,77.0,22.0,55.0,77.0,0.0,111.0,72.0,0.0,72.0,39.0,101.0,62.0,0.0,62.0,39.0,10.0,10.0,10.0,0.0,64.0,43.0,21.0,2011.0
NH-500,New Hampshire Balance of State CoC,Sheltered and Unsheltered Count,808.0,406.0,241.0,0.0,647.0,161.0,422.0,0.0,274.0,0.0,61.0,0.0,0.0,335.0,0.0,87.0,0.0,386.0,132.0,180.0,312.0,74.0,140.0,58.0,61.0,119.0,21.0,151.0,99.0,0.0,99.0,52.0,99.0,52.0,0.0,52.0,47.0,52.0,47.0,47.0,5.0,36.0,32.0,4.0,2011.0
NH-501,Manchester CoC,Sheltered and Unsheltered Count,350.0,109.0,158.0,4.0,271.0,79.0,219.0,0.0,91.0,0.0,53.0,0.0,4.0,148.0,0.0,71.0,0.0,131.0,18.0,105.0,123.0,8.0,54.0,8.0,42.0,50.0,4.0,45.0,26.0,4.0,30.0,15.0,45.0,26.0,4.0,30.0,15.0,0.0,0.0,0.0,0.0,27.0,26.0,1.0,2011.0
NH-502,Nashua/Hillsborough County CoC,Sheltered and Unsheltered Count,311.0,67.0,170.0,4.0,241.0,70.0,179.0,9.0,54.0,0.0,90.0,9.0,4.0,148.0,9.0,31.0,0.0,132.0,13.0,80.0,93.0,39.0,49.0,5.0,29.0,34.0,15.0,30.0,18.0,1.0,19.0,11.0,22.0,10.0,1.0,11.0,11.0,8.0,8.0,8.0,0.0,63.0,60.0,3.0,2011.0
NJ-500,Atlantic City & County CoC,Sheltered and Unsheltered Count,533.0,447.0,0.0,0.0,447.0,86.0,437.0,1.0,361.0,1.0,0.0,0.0,0.0,361.0,1.0,76.0,0.0,96.0,86.0,0.0,86.0,10.0,37.0,32.0,0.0,32.0,5.0,88.0,66.0,0.0,66.0,22.0,81.0,60.0,0.0,60.0,21.0,7.0,6.0,6.0,1.0,51.0,43.0,8.0,2011.0
NJ-501,Bergen County CoC,Sheltered and Unsheltered Count,1521.0,235.0,1259.0,0.0,1494.0,27.0,628.0,3.0,196.0,0.0,408.0,3.0,0.0,604.0,3.0,24.0,0.0,893.0,39.0,851.0,890.0,3.0,310.0,14.0,295.0,309.0,1.0,52.0,42.0,0.0,42.0,10.0,49.0,39.0,0.0,39.0,10.0,3.0,3.0,3.0,0.0,27.0,23.0,4.0,2011.0
NJ-502,Burlington County CoC,Sheltered and Unsheltered Count,1035.0,986.0,22.0,0.0,1008.0,27.0,474.0,0.0,443.0,0.0,10.0,0.0,0.0,453.0,0.0,21.0,0.0,561.0,543.0,12.0,555.0,6.0,183.0,176.0,4.0,180.0,3.0,99.0,95.0,0.0,95.0,4.0,88.0,84.0,0.0,84.0,4.0,11.0,11.0,11.0,0.0,14.0,12.0,2.0,2011.0
NJ-503,"Camden City & County/Gloucester, Cape May, Cumberland Counties CoC",Sheltered and Unsheltered Count,1427.0,1040.0,190.0,0.0,1230.0,197.0,732.0,4.0,466.0,0.0,128.0,4.0,0.0,594.0,4.0,138.0,0.0,695.0,574.0,62.0,636.0,59.0,253.0,208.0,22.0,230.0,23.0,75.0,55.0,0.0,55.0,20.0,50.0,37.0,0.0,37.0,13.0,25.0,18.0,18.0,7.0,123.0,106.0,17.0,2011.0
NJ-504,Newark/Essex County CoC,Sheltered and Unsheltered Count,1505.0,937.0,481.0,0.0,1418.0,87.0,717.0,0.0,532.0,0.0,107.0,0.0,0.0,639.0,0.0,78.0,0.0,788.0,405.0,374.0,779.0,9.0,265.0,127.0,135.0,262.0,3.0,120.0,111.0,0.0,111.0,9.0,109.0,101.0,0.0,101.0,8.0,11.0,10.0,10.0,1.0,82.0,73.0,9.0,2011.0
NJ-506,"Jersey City, Bayonne/Hudson County CoC",Sheltered and Unsheltered Count,1536.0,1231.0,196.0,0.0,1427.0,109.0,541.0,0.0,372.0,0.0,92.0,0.0,0.0,464.0,0.0,77.0,0.0,995.0,859.0,104.0,963.0,32.0,377.0,324.0,43.0,367.0,10.0,78.0,54.0,0.0,54.0,24.0,52.0,34.0,0.0,34.0,18.0,26.0,20.0,20.0,6.0,40.0,30.0,10.0,2011.0
NJ-507,New Brunswick/Middlesex County CoC,Sheltered and Unsheltered Count,930.0,470.0,368.0,0.0,838.0,92.0,373.0,0.0,235.0,0.0,74.0,0.0,0.0,309.0,0.0,64.0,0.0,557.0,235.0,294.0,529.0,28.0,198.0,84.0,100.0,184.0,14.0,75.0,69.0,0.0,69.0,6.0,51.0,47.0,0.0,47.0,4.0,24.0,22.0,22.0,2.0,23.0,19.0,4.0,2011.0
NJ-508,Monmouth County CoC,Sheltered and Unsheltered Count,559.0,272.0,267.0,0.0,539.0,20.0,247.0,0.0,194.0,0.0,42.0,0.0,0.0,236.0,0.0,11.0,0.0,312.0,78.0,225.0,303.0,9.0,103.0,28.0,72.0,100.0,3.0,66.0,61.0,0.0,61.0,5.0,44.0,42.0,0.0,42.0,2.0,22.0,19.0,19.0,3.0,15.0,14.0,1.0,2011.0
